brand,title,type,price,available,sold,revenue,country,size_ml,price_category
Giorgio Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women Spray New In Box,Eau de Parfum,41.99,3,7,293.93,United States,90.0,Midrange
Ariana Grande,Cloud 2.0 Intense by Ariana Grande 3.4 oz Eau De Parfum Spray New & Sealed,Eau de Parfum,29.49,5,45,1327.05,United States,101.0,Budget
Carolina Herrera,GOOD GIRL CAROLINA HERRERA 2.7 OZ / 80 ML EDP NEW FACTORY SEALED FREE SHIPPING,Eau de Parfum,41.99,4,369,15494.310000000001,United States,80.0,Midrange
Armaf,Club de Nuit by Armaf perfume for women EDP 6.8 oz New in Box,Eau de Parfum,36.59,175,931,34065.29,United States,201.0,Midrange
Ariana Grande,"Ariana Grande Cloud - Dreamy 3.4oz Women's Eau de Parfum, New in Box",Eau de Parfum,33.99,3,40,1359.6000000000001,United States,101.0,Midrange
Lancôme,Tresor by Lancome for Women EDP Spray 3.4 oz / 100 ml New In Box,Eau de Parfum,41.99,1,220,9237.800000000001,United States,100.0,Midrange
Giorgio Armani,Giorgio Armani My Way for Women 3 fl.oz Eau de Parfum Spray,Eau de Parfum,49.0,7,13,637.0,United States,89.0,Midrange
Carolina Herrera,Good Girl BLUSH by Carolina Herrera 2.7 oz.EDP Spray for Women New in Sealed Box,Eau de Parfum,119.99,10,141,16918.59,United States,80.0,Prestige
Lattafa Perfumes,"Lattafa Perfumes Mayar EDP - Eau De Parfum Women 100ml(3.4 oz) | Lychee, white f",Eau de Parfum,26.99,6,155,4183.45,United States,100.0,Budget
Alfred Sung,Sung by Alfred Sung for women EDT 3.3 / 3.4 oz New Tester,Eau de Toilette,15.99,216,1107,17700.93,United States,101.0,Budget
Elizabeth Taylor,White Diamonds by Elizabeth Taylor 3.3 3.4 oz EDT Perfume for Women New Tester,Eau de Toilette,19.68,10,10259,201897.12,United States,101.0,Budget
Coach,Coach Wild Rose 3 oz EDP Perfume for Women New In Box,Eau de Parfum,42.28,1,796,33654.88,United States,89.0,Midrange
Donna Karan,Donna karen Cashmere Mist Deodorant 1.7oz,Body Care,26.99,10,69,1862.31,United States,50.0,Budget
Valentino,Valentino Donna Born In Roma Perfume 3.4oz.EDP Spray for Women New in Sealed Box,Eau de Parfum,109.95,10,416,45739.200000000004,United States,101.0,Prestige
Katy Perry,MEOW by KATY PERRY Eau de Parfum 3.4 oz for 3.3 Women NEW IN BOX,Eau de Parfum,23.75,132,417,9903.75,United States,101.0,Budget
Carolina Herrera,Carolina Herrera Good Girl Blush Eau de Parfum 0.24 Oz 7 mL Splash Dabber Travel,Eau de Parfum,18.99,10,25,474.74999999999994,United States,7.0,Budget
Clinique,Aromatics Elixir by Clinique 3.4 oz/100 ml Perfume Spray for Women,Eau de Parfum,33.0,10,232,7656.0,United States,100.0,Midrange
Lancôme,La Vie Est Belle By Lancome 3.4 Fl oz Spray Eau De Parfum Women's New & Sealed,Eau de Parfum,41.49,1,61,2530.8900000000003,United States,101.0,Midrange
Calvin Klein,Eternity by CK Calvin Klein 3.4 oz EDP Perfume for Women Tester,Eau de Parfum,32.12,10,7018,225418.15999999997,United States,101.0,Midrange
Unknown,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray for Women USA New In Box,Eau de Parfum,55.39,1,6,332.34000000000003,United States,90.0,Midrange
Lancôme,Idole by Lancome perfume for women EDP 1.7 oz New 50 ml,Eau de Parfum,36.99,8,66,2441.34,United States,50.0,Midrange
Yves Saint Laurent,Yves Saint Laurent Black Opium Women's Perfume EDP 3.0 oz 90 ml Sealed New,Eau de Parfum,54.99,10,74,4069.26,United States,90.0,Midrange
Victoria's Secret,Victoria's Secret Heavenly 3.4 fl oz Spray Eau de Parfum Women's New & Sealed,Eau de Parfum,28.99,3,43,1246.57,United States,101.0,Budget
Carolina Herrera,Carolina Herrera Good Girl Women EDP 2.7 oz Spray New Sealed,Eau de Parfum,49.99,6,22,1099.78,United States,80.0,Midrange
Juicy Couture,Viva La Juicy Rose by Juicy Couture 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,34.59,10,1790,61916.100000000006,United States,101.0,Midrange
Montblanc,Montblanc - Signature Eau De Parfum Spray  90ml/3oz,Eau de Parfum,39.47,10,99,3907.5299999999997,United States,90.0,Midrange
Atelier Cologne,Atelier Cologne - Orange Sanguine Cologne Absolue Spray  30ml/1oz,Eau de Parfum,29.9,3,6,179.39999999999998,United States,30.0,Budget
Unknown,PRADA Paradoxe by Prada EDP 3.0oz/90ml Spray Perfume for Women New In Box,Eau de Parfum,59.99,1,8,479.92,United States,90.0,Midrange
Christian Audigier,ED HARDY HEARTS & DAGGERS 3.4 / 3.3 oz EDP For Women NEW in BOX,Eau de Parfum,20.42,204,3525,71980.5,United States,98.0,Budget
Donna Karan,Cashmere Mist by Donna Karan 3.4 oz / 100mL Spray for Women EDP Brand New Sealed,Eau de Parfum,29.99,10,223,6687.7699999999995,United States,100.0,Budget
Vera Wang,PRINCESS by VERA WANG Perfume 3.3 / 3.4 oz EDT For Women NEW in BOX,Eau de Toilette,25.42,107,4123,104806.66,United States,101.0,Budget
Yves Saint Laurent,Yves Saint Laurent Cinema Eau de Parfum Spray for Women 3.0 Oz New,Eau de Parfum,59.99,6,29,1739.71,United States,89.0,Midrange
Marc Jacobs,Marc Jacobs Decadence For Women 3.4 oz 100ml EDP Spray New in Box,Eau de Parfum,62.99,2,16,1007.84,Hong Kong,100.0,Midrange
Burberry,Brit Sheer by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,35.08,10,6191,217180.28,United States,101.0,Midrange
Jo Malone,Jo Malone Myrrh & Tonka Cologne Intense Spray Women's Eau de  - 3.4 fl oz/100ml,Cologne,95.99,10,30,2879.7,United States,101.0,Prestige
Jo Malone,Jo Malone English Pear & Freesia 100ml/3.4fl oz Unisex Perfume Cologne Spray,Cologne,49.99,6,117,5848.83,Hong Kong,101.0,Midrange
Philosophy,NIB Philosophy Pure Grace 2oz  EDT Women's Perfume New Authentic,Eau de Parfum,30.17,10,441,13304.970000000001,United States,59.0,Midrange
Coach,Coach by Coach 3 / 3.0 oz EDP Perfume for Women New In Box,Eau de Parfum,37.19,10,3080,114545.2,United States,89.0,Midrange
Maison Alhambra,Maison Alhambra Ladies La Vita Bella Intensa EDP 3.4 oz Fragrances 6291108735954,Eau de Parfum,18.79,3,22,413.38,United States,101.0,Budget
Yves Saint Laurent,Black Opium Yves Saint Laurent 3.0 oz Eau De Parfum Perfume New Factory Sealed,Eau de Parfum,40.0,4,602,24080.0,United States,89.0,Midrange
Burberry,Burberry Burberry Her Eau De Parfum 2 Pcs Set  / New With Box,Eau de Parfum,79.99,10,7,559.93,United States,100.0,Midrange
Guess,Guess Marciano perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,20.44,35,7558,154485.52000000002,United States,101.0,Budget
Prada,PRADA CANDY BY PRADA 2.7 oz 80ML Eau de Parfum BRAND NEW SEALED IN BOX,Eau de Parfum,44.99,7,42,1889.5800000000002,United States,80.0,Midrange
Coty,Exclamation by Coty Perfume for Women Cologne Spray 1.7 oz New In Box,Cologne,14.89,10,7331,109158.59000000001,United States,50.0,Budget
Calvin Klein,OBSESSION by CALVIN KLEIN for Women 3.4 oz 100 ml Eau de Parfum Spray NEW,Eau de Parfum,23.95,5,655,15687.25,United States,100.0,Budget
Carolina Herrera,Good Girl by Carolina Herrera 2.7 Fl oz Spray Women's Eau De Parfum New & Sealed,Eau de Parfum,43.99,2,11,483.89000000000004,United States,80.0,Midrange
Unknown,Black Orchid By Tom Ford3.4 oz / 100 ml EDP for Women New in Box Regular Size,Eau de Parfum,59.99,5,6,359.94,Hong Kong,100.0,Midrange
Dolce & Gabbana,Light Blue eau Intense by Dolce & Gabbana D&G EDP Perfume for Women 3.3 / 3.4 oz,Eau de Parfum,52.78,10,3759,198400.02000000002,United States,101.0,Midrange
Versace,Versace Dylan Purple By Versace 3.4oz./100ml Edp Spray Women New Same As Picture,Eau de Parfum,54.9,10,10,549.0,United States,100.0,Midrange
Dolce & Gabbana,D & G THE ONE Dolce & Gabbana Perfume 2.5 oz edp BRAND NEW tester WITH CAP,Eau de Parfum,43.33,23,280,12132.4,United States,74.0,Midrange
Armaf,"ARMAF CLUB DE NUIT 3.4 OZ, EDP FOR WOMEN IN SEALED BOX",Eau de Parfum,29.45,10,355,10454.75,United States,101.0,Budget
Dossier,Dossier FRUITY ALMOND Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,8,22,440.0,United States,50.0,Budget
Ariana Grande,Ariana Grande Cloud Pink Eau De Parfum 3.4 fl oz Spray Women's New And Sealed,Eau de Parfum,29.99,2,62,1859.3799999999999,United States,101.0,Budget
Elizabeth Taylor,PASSION by Elizabeth Taylor 2.5 oz edt New in Box Sealed,Eau de Toilette,20.48,48,620,12697.6,United States,74.0,Budget
Parfums De Marly,PDM PARFUMS DE MARLY VALAYA EDP 1.5ml .05fl oz x 1 PERFUME SPRAY SAMPLE,Eau de Parfum,12.0,9,29,348.0,United States,1.0,Budget
Clean,Clean Warm Cotton 2.14 oz EDP Perfume for Women Brand New Tester,Eau de Parfum,22.09,10,332,7333.88,United States,63.0,Budget
Juicy Couture,VIVA LA JUICY NOIR by Juicy Couture Perfume Women 3.4 oz edp 3.3 New in Box,Eau de Parfum,34.38,131,2361,81171.18000000001,United States,101.0,Midrange
Juicy Couture,COUTURE LA LA Juicy Couture women perfume edp 3.4 oz 3.3 NEW IN BOX,Eau de Parfum,24.24,251,3152,76404.48,United States,101.0,Budget
Giorgio Armani,Giorgio Armani My Way Parfum For Women 15ML/0.5fl.oz. New In Box & Sealed,Eau de Parfum,21.95,10,8,175.6,United States,15.0,Budget
Afnan,"Mystique Bouquet by Afnan, 2.7 oz EDP Spray for Women",Eau de Parfum,39.89,10,8,319.12,United States,80.0,Midrange
Britney Spears,FANTASY Britney Spears women perfume edp 3.3 oz 3.4 NEW TESTER,Eau de Parfum,18.94,235,1804,34167.76,United States,98.0,Budget
Jimmy Choo,JIMMY CHOO by Jimmy Choo 3.3 / 3.4 oz Spray EDT Perfume for Women Tester,Eau de Toilette,24.51,1,601,14730.51,United States,101.0,Budget
Lancôme,Miracle Perfume by Lancome 3.4 oz L'eau de Parfum Spray for Women NEW & SEALED,Eau de Parfum,32.99,8,238,7851.620000000001,United States,101.0,Midrange
Coach,Coach Dreams Sunset EDP 7.5ML Mini with Pouch,Eau de Parfum,16.95,10,15,254.25,United States,5.0,Budget
Victoria's Secret,"Victoria's Secret Bombshell - Enticing 3.4oz Perfume, Sealed in Box",Eau de Parfum,33.99,7,149,5064.51,United States,101.0,Midrange
Burberry,Burberry Brit by Burberry 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,35.73,557,2590,92540.7,United States,101.0,Midrange
Estée Lauder,"Sensuous by Estee Lauder, 1.7 oz EDP Spray for Women",Eau de Parfum,34.98,10,131,4582.379999999999,United States,50.0,Midrange
Yves Saint Laurent,Libre By Yves Saint Laurent for Women EDT 3 oz / 90 ml *NEW IN SEALED BOX*,Eau de Parfum,59.96,4,19,1139.24,Hong Kong,90.0,Midrange
Kilian,Angels' Share By Kilian 1.7 oz Eau de Parfum Spray Refillable 50ML NEW WITH BOX,Eau de Parfum,64.88,5,42,2724.96,Hong Kong,50.0,Midrange
Lancôme,La Vie Est Belle by Lancome 3.4 oz 100 ml L'Eau De Parfum BRAND NEW SEALED BOX,Eau de Parfum,69.99,9,25,1749.7499999999998,United States,100.0,Midrange
Calvin Klein,CK SHEER BEAUTY Calvin Klein women edt 3.4 oz 3.3 NEW IN BOX,Eau de Toilette,25.69,11,169,4341.610000000001,United States,101.0,Budget
Yves Saint Laurent,Yves Saint Laurent Libre Eau De Parfum EDP Spray For Women 3.0 Oz 90 ml New Seal,Eau de Parfum,49.68,10,21,1043.28,United States,90.0,Midrange
Giorgio Armani,My Way by Giorgio Armani 3 oz EDP Perfume for Women New In Box fast shipping,Eau de Parfum,33.92,10,3,101.76,China,89.0,Midrange
Donna Karan,BE DELICIOUS Perfume DKNY Donna Karan 1.0 Oz 30 ml EDP Spray Women Without Box,Eau de Parfum,24.99,10,370,9246.3,United States,30.0,Budget
Givenchy,Amarige by Givenchy EDT for Women 3.3oz  / 100ml *NEW IN SEALED BOX*,Eau de Toilette,49.99,10,174,8698.26,United States,100.0,Midrange
Narciso Rodriguez,Narciso Rodriguez for Her EDP 3.3oz - New Sealed Sophistication,Eau de Toilette,34.99,6,5,174.95000000000002,United States,98.0,Midrange
Escada,Magnetism by Escada perfume for women EDP 2.5 oz New in Box,Eau de Parfum,30.45,8,738,22472.1,United States,74.0,Midrange
Lancôme,NEW & SEALED! Lancome Tresor In Love for Women L'Eau De Parfum Spray 2.5 oz 5D,Eau de Parfum,67.5,10,12,810.0,United States,74.0,Midrange
Dolce & Gabbana,D&G DOLCE GABBANA 3 L'IMPERATRICE EDT 1.5ml Tester,Eau de Toilette,5.99,5,3,17.97,United States,5.0,Budget
Dossier,Dossier FRUITY ORANGE Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,15.0,10,65,975.0,United States,50.0,Budget
Ariana Grande,Ariana Grande God Is A Woman Eau De Parfum,Eau de Parfum,15.99,9,35,559.65,United States,100.0,Budget
Viktor & Rolf,Viktor & Rolf Flowerbomb Ruby Orchid 3.4 oz. Eau de Parfum Spray,Eau de Parfum,79.72,10,334,26626.48,United States,101.0,Midrange
Marc Jacobs,Marc Jacobs Daisy Eau So Fresh 4.2oz Women's Eau de Toilette Brand New & Sealed,Eau de Toilette,33.99,3,43,1461.5700000000002,United States,124.0,Midrange
Dolce & Gabbana,L'Imperatrice by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women NIB,Eau de Toilette,39.98,10,3379,135092.41999999998,United States,101.0,Midrange
Michael Kors,Michael Kors Sexy Amber by Michael Kors 3.4 oz EDP For Women Perfume New In Box,Eau de Parfum,44.99,10,1647,74098.53,United States,101.0,Midrange
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,44.95,1,14,629.3000000000001,United States,74.0,Midrange
Le Labo,"Santal 33 by Le Labo, 3.4 oz EDP Spray for Unisex",Eau de Parfum,60.37,10,9,543.3299999999999,Hong Kong,101.0,Midrange
Burberry,Burberry Her Blossom by Burberry 3.3 oz EDP Perfume for Women New in Box,Eau de Toilette,53.99,2,10,539.9,Taiwan,98.0,Midrange
Victoria's Secret,Victoria's Secret Tease Women's EDP Spray 3.4 oz 100ml New in Box,Eau de Parfum,30.99,4,89,2758.1099999999997,United States,100.0,Midrange
Maison Alhambra,Delilah Perfumes EDP 3.4oz By Maison Alhambra Lattafa for Woman  Free Shipping,Eau de Parfum,23.9,10,2,47.8,United States,101.0,Budget
Kilian,Good Girl Gone Bad by Kilian 1.7 oz EDP REFILLABLE Spray. New Sealed Box,Eau de Parfum,99.99,1,20,1999.8,United States,50.0,Prestige
Calvin Klein,CONTRADICTION by Calvin Klein 3.4 oz EDP Perfume For Women New in Box Sealed,Eau de Parfum,26.43,96,5314,140449.02,United States,101.0,Budget
Dossier,Dossier WOODY OAKMOSS Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,20.0,2,41,820.0,United States,50.0,Budget
Dolce & Gabbana,Light Blue by Dolce & Gabbana 3.3 oz / 3.4 oz 100mL EDT Spray Brand New Sealed,Eau de Parfum,29.95,10,296,8865.199999999999,United States,100.0,Budget
Hollister,WAVE By Hollister California perfum for Women 3.3 / 3.4 oz EDP New Tester,Eau de Parfum,15.52,26,129,2002.08,United States,101.0,Budget
Ralph Lauren,Ralph By Ralph Lauren EDT for Women 3.4 oz - 100 ml *NEW IN SEALED BOX*,Eau de Toilette,45.99,10,201,9243.99,United States,100.0,Midrange
Ariana Grande,Cloud By Ariana Grande 3.4oz EDP Perfume Spray Fragrance for Women New in Box,Eau de Parfum,29.99,9,14,419.85999999999996,United States,101.0,Budget
Glossier,Glossier You Eau de Parfum Rollerball (0.27oz /8mL) NEW,Eau de Parfum,27.31,10,5,136.54999999999998,United States,8.0,Budget
Dolce & Gabbana,Dolce Gabbana Queen EDP Perfume for Women 3.4 oz Eau de Parfum Spray New Box,Eau de Parfum,38.99,3,122,4756.780000000001,Hong Kong,101.0,Midrange
Ralph Lauren,Romance by Ralph Lauren 3.4 oz EDP Perfume for Women New In Box,Eau de Parfum,45.92,10,3009,138173.28,United States,101.0,Midrange
Chloe,CHLOE Perfume Eau De Parfum EDP Splash Mini 0.16oz 5 ml NEW with Box,Eau de Parfum,12.99,15,36,467.64,United States,5.0,Budget
Lancôme,Lancome Idole Le Parfum  Spray  25ML/0.8 fl OZ New In Box,Eau de Parfum,26.99,10,44,1187.56,United States,24.0,Budget
Jimmy Choo,I Want Choo Forever by Jimmy Choo 3.3 oz EDP Perfume for Women New in Box,Eau de Parfum,58.61,10,770,45129.7,United States,98.0,Midrange
Lancôme,Poeme by Lancome 3.4 oz./ 100 ml. L'eau de Parfum Spray for Women in Sealed Box,Eau de Parfum,86.99,10,1385,120481.15,United States,100.0,Prestige
Victoria's Secret,VICTORIA SECRET TEASE 3.4 oz 100 ml Eau De Parfum Women's Spray,Eau de Parfum,54.0,4,26,1404.0,United States,100.0,Midrange
Natalie,Natalie Wood Signature Fragrance Spray Purse Travel Eau de Parfum Bottle .34 oz,Eau de Parfum,5.99,196,32,191.68,United States,10.0,Budget
Paris Hilton,PARIS HILTON 3.4 / 3.3 oz edp Perfume for Women New in Box,Eau de Parfum,24.39,123,5558,135559.62,United States,98.0,Budget
Calvin Klein,"Calvin Klein Euphoria Eau de Parfum, 1.6 Oz new open box Scuffed",Eau de Parfum,22.99,10,347,7977.53,United States,47.0,Budget
Lattafa,Fakhar Lattafa 3.4 EDP Parfum Perfume for Women New in Box,Eau de Parfum,21.98,10,278,6110.4400000000005,United States,100.0,Budget
Parfums De Marly,"Parfums de Marly Delina La Rosee by Parfums de Marly, 2.5oz EDP Spray  For Women",Eau de Parfum,76.99,2,13,1000.8699999999999,Hong Kong,74.0,Midrange
Coach,Coach Poppy Flower 3.4 oz  100 mL Eau De Parfum Spray Brand New in Box Sealed,Eau de Parfum,28.99,8,152,4406.48,United States,100.0,Budget
Victoria's Secret,Victoria's Secret Bombshell Women's 3.4 fl oz Eau de Parfum NEW IN BOX & SEALED,Eau de Parfum,33.89,9,216,7320.24,United States,101.0,Midrange
Viktor & Rolf,Flowerbomb by Viktor & Rolf 3.4 oz L'Eau de Parfum Spray BRAND NEW SEALED IN BOX,Eau de Parfum,59.99,10,150,8998.5,United States,101.0,Midrange
Kilian,"*YOU PICK!* Kilian LOVE DON'T BE SHY, GOOD GIRL GONE BAD 1.5ml OFFICIAL Samples",Eau de Parfum,8.99,10,344,3092.56,United States,5.0,Budget
Dolce & Gabbana,Dolce & Gabbana DOLCE VIOLET Women Perfume 5ml EDT Splash MINI Travel Size (C61,Eau de Parfum,18.95,8,9,170.54999999999998,United States,5.0,Budget
Clinique,NEW Aromatics Elixir By Clinique For Women. Body Smoother 6.7 oz/200 ml,Body Care,20.79,7,33,686.0699999999999,United States,200.0,Budget
Parfums De Marly,Delina by Parfums de Marly 2.5 oz EDP Perfume for Women New in Box!,Eau de Parfum,89.99,6,7,629.93,United States,74.0,Prestige
Ralph Lauren,Big Pony 2 Fruity Sensual by Ralph Lauren for women EDT 3.3 / 3.4 oz,Eau de Toilette,20.31,8,84,1706.04,United States,101.0,Budget
Juicy Couture,VIVA LA JUICY ROSE COUTURE by Juicy Couture 3.4 oz EDP For Women New in Box,Eau de Parfum,34.6,89,1833,63421.8,United States,101.0,Midrange
Burberry,BURBERRY CLASSIC by Burberry perfume for women EDP 3.3 / 3.4 oz New in Box,Eau de Parfum,38.14,10,725,27651.5,United States,101.0,Midrange
Avon,Avon FAR AWAY Eau De Parfum Perfume Spray 1.7 oz~Free Travel spray,Eau de Parfum,16.89,10,551,9306.39,United States,50.0,Budget
Elizabeth Arden,GREEN TEA CUCUMBER by Elizabeth Arden for Women 3.3 oz 100 ml Eau Toilette Spray,Eau de Toilette,12.95,5,24,310.79999999999995,United States,100.0,Budget
Jimmy Choo,Jimmy Choo Ladies I Want Choo Forever EDP Spray 3.38 oz (Tester) Fragrances,Eau de Parfum,49.81,3,30,1494.3000000000002,United States,100.0,Midrange
Narciso Rodriguez,Narciso Rodriguez for Her 3.3 fl oz Eau De Parfum Spray for Women New In Box,Eau de Parfum,34.99,10,36,1259.64,United States,98.0,Midrange
Chaka By Chaka Khan,Chaka by Chaka Khan Energizing 3.4 oz. EDP-Open Box,Eau de Parfum,29.95,6,19,569.05,United States,101.0,Budget
Thierry Mugler,Alien by Thierry Mugler 3 oz EDP Perfume for Women New In Box,Eau de Parfum,85.56,10,953,81538.68000000001,United States,89.0,Prestige
Chanel,Chanel Chance Eau Fraiche Eau De Parfum 3.4 oz New & Sealed 100% Authentic,Eau de Parfum,119.0,2,7,833.0,United States,101.0,Prestige
Hugo Boss,Deep Red by Hugo Boss Perfume for women 3.0 oz edp New in Box,Eau de Parfum,27.26,32,4977,135673.02000000002,United States,89.0,Budget
Thierry Mugler,Angel by Thierry Mugler 3.4 oz Eau De Parfum Spray Refillable Star New & Sealed,Eau de Parfum,69.99,2,27,1889.7299999999998,United States,101.0,Midrange
Valentino,Valentino DONNA by Valentino for Women 3.4 oz.Eau De Parfum Spray in Sealed Box,Eau de Parfum,99.99,10,5,499.95,Hong Kong,101.0,Prestige
Maison Margiela,Maison Margiela Replica Lazy Sunday Morning Eau de Toilette 3.4 oz New in Box US,Eau de Toilette,48.88,9,51,2492.88,United States,101.0,Midrange
Prada,Prada Candy by Prada 2.7oz / 80ml Eau De Parfum Brand New Sealed in Box,Eau de Parfum,48.99,8,37,1812.63,United States,80.0,Midrange
Marc Jacobs,Marc Jacobs Daisy Wild Eau De Parfum EDP Miniature Splash For Women 4 ml-NIB,Eau de Parfum,28.99,7,3,86.97,United States,4.0,Budget
Maison Alhambra,Glacier Bold EDP Perfume By Maison Alhambra Lattafa 100 ML New Release,Eau de Parfum,37.99,10,16,607.84,United States,100.0,Midrange
Davidoff,Cool Water by Davidoff EDT for Women 3.4 oz / 100 ml *NEW*,Eau de Toilette,20.99,4,20,419.79999999999995,United States,100.0,Budget
Jo Malone,Jo Malone Velvet Rose & Oud Cologne Intense Women's Eau de 3.4 fl oz/100ml,Cologne,86.99,4,6,521.9399999999999,United States,101.0,Prestige
Juicy Couture,VIVA LA JUICY by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New Tester,Eau de Parfum,29.55,408,886,26181.3,United States,101.0,Budget
Lancôme,Set 2 Lancome Perfume La Vie Est Belle Eau de Parfum EDP Travel Size 4ml ea =8ml,Eau de Parfum,9.99,10,65,649.35,United States,4.0,Budget
Thierry Mugler,Aura Mugler by Thierry Mugler Eau de Parfum Miniature Splash Perfume for Women,Eau de Parfum,12.99,10,89,1156.1100000000001,United States,100.0,Budget
Dossier,Dossier FLORAL MARSHMALLOW Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Eau de Parfum,26.9,10,150,4035.0,United States,50.0,Budget
Giorgio Armani,Sì Passione by Giorgio Armani For Women 3.4 Oz Eau De Parfum Spray New in Box,Eau de Parfum,44.78,2,11,492.58000000000004,United States,101.0,Midrange
Victoria's Secret,Victoria's Secret Heavenly Perfume Spray Eau de Parfum 3.4 oz 100 ml New Sealed,Eau de Parfum,34.99,9,110,3848.9,United States,100.0,Midrange
Victoria's Secret,BOMBSHELL Victoria's Secret PERFUME 2.5 Oz 75 ml Fine Fragrance Mist Spray WOMEN,Eau de Parfum,14.5,5,17,246.5,United States,75.0,Budget
Huda Beauty,kayali vanilla candy rock sugar | 42 HUDA BEAUTY Sample 1.5ml on card New,Eau de Parfum,14.95,1,17,254.14999999999998,United States,5.0,Budget
Lancôme,Idole by Lancome Eau de Parfum EDP Perfume for Women 2.5 oz New in Box,Eau de Parfum,42.99,2,4,171.96,United States,74.0,Midrange
Parfums De Marly,Parfums deMarly Delina by Parfums de Marly 2.5 ozEau De Parfum Spray For Women,Body Care,100.99,1,15,1514.85,United States,74.0,Prestige
Bellie Eilish,Eilish by Bellie Eilish 3.4 oz / 100 ml EDP Perfume Spray for Women New In Box,Eau de Parfum,49.99,4,38,1899.6200000000001,Hong Kong,100.0,Midrange
Viktor & Rolf,VIKTOR & ROLF FLOWERBOMB EAU DE PARFUM TRAVEL SIZE SPRAY VAIL 0.1FL.OZ/3ML,Eau de Parfum,9.99,10,10,99.9,United States,3.0,Budget
Estée Lauder,Estee Lauder Beautiful 2.5 fl oz Eau de Parfum Factory Sealed New,Eau de Parfum,28.15,1,123,3462.45,United States,74.0,Budget
Lucky,LUCKY YOU by Lucky Brand 3.3 oz / 3.4 oz for Women edt Perfume tester,Eau de Toilette,14.74,117,889,13103.86,United States,98.0,Budget
Ariana Grande,Ariana Grande Cloud Pink 3.4oz Authentic Pink Perfume Spray Sealed,Eau de Parfum,29.99,10,29,869.7099999999999,United States,101.0,Budget
Lancôme,Miracle by Lancome Perfume for Women 3.4 oz edp New In Box,Eau de Parfum,35.99,10,161,5794.39,United States,101.0,Midrange
Givenchy,Hot Couture by Givenchy for Women EDP 3.3 oz - 100 ml *NEW IN SEALED BOX*,Eau de Parfum,49.99,10,230,11497.7,United States,100.0,Midrange
Philosophy,Pure Grace Nude Rose Perfume by Philosophy for Women EDT 2 oz New,Eau de Toilette,19.05,8,42,800.1,United States,59.0,Budget
Ariana Grande,Sweet Like Candy by Ariana Grande EDP Perfume for Women 3.4 oz Brand New Tester,Eau de Parfum,29.54,10,1372,40528.88,United States,101.0,Budget
Carolina Herrera,Carolina Herrera_Good Girl Perfume 2.7 OZ BLACK SHIPS IN 24 HOURS SEALED Mujer,Eau de Parfum,47.8,10,38,1816.3999999999999,United States,80.0,Midrange
Clinique,Roller Ball  Women Aromatics Elixir by Clinique 0.2 oz / 6 ml EDP Perfume Rare,Eau de Parfum,13.95,10,57,795.15,United States,6.0,Budget
Alt Fragrances,"ALT Fragrances - Executive No. 26 EDP (Inspired by Aventus), 3.4 oz / 100 ml",Extrait de Parfum,59.99,10,243,14577.57,United States,100.0,Midrange
Victoria's Secret,VICTORIA'S SECRET Tease Crème Cloud Eau de Parfum 3.4oz 100 ml  Women's Spray,Eau de Parfum,43.0,3,27,1161.0,United States,100.0,Midrange
Giorgio Beverly Hills,GIORGIO by Giorgio Beverly Hills 3 / 3.0 oz EDT Perfume for Women New In Box,Eau de Toilette,22.51,189,3319,74710.69,United States,89.0,Budget
Versace,mini Yellow Diamond by Versace EDT Perfume for Women Brand New In Box,Eau de Toilette,9.92,10,5971,59232.32,United States,100.0,Budget
Givenchy,Amarige by Givenchy 3.3 / 3.4 oz EDT Perfume for Women New In Box,Eau de Toilette,47.65,10,5349,254879.85,United States,101.0,Midrange
Jo Malone,Jo Malone Oud & Bergamot Cologne Intense Spray Women's Eau de 3.4 fl oz/100ml,Cologne,86.99,7,9,782.91,United States,101.0,Prestige
Coach,Coach Dreams Sunset by Coach perfume for women EDP 3.0 oz New in Box,Eau de Parfum,41.58,174,298,12390.84,United States,89.0,Midrange
Britney Spears,MIDNIGHT FANTASY by Britney Spears for Women 3.3 / 3.4 oz edp tester,Eau de Parfum,16.87,36,626,10560.62,United States,101.0,Budget
Gucci,Gucci Guilty Pour Femme by Gucci perfume for Women EDP 3.0 oz New Tester,Eau de Parfum,59.4,50,120,7128.0,United States,89.0,Midrange
